-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-20	-20	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-19	-19	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-18	-18	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
-17	-17	0
